1308.3492347715471, 7.71992769241745
1320.0906758789502, 6.8911055443516975
1357.9652389034088, 6.017731234042039
1402.9967051617125, 5.307105254960594
1450.4146431898137, 4.655661766109688
1512.101170325756, 4.063330429373999
1592.7990852025691, 3.4708865516537983
1656.8946927882334, 3.070929960319253
1735.223720424079, 2.5228975686123176
1834.9531196461392, 2.048734265614808
1946.5721724328855, 1.618898042892182
2036.818486464435, 1.2779832655575332
2117.5741790788325, 1.0259195954955453
2217.343771509647, 0.7885425239124455
2362.260385673935, 0.5212998885643279
2464.4189619500944, 0.35790444667516574
2535.704129751717, 0.31308499959304115
2599.86253922606, 0.28310689484351137
2654.512742754421, 0.23838592112283585
