% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=844030, Tue Jun 24 17:14:03 2025, <python>{}</python>
1 8 0.36245276655551584 1.0000375007031337 153.00000000000006 1.5300000000000006e+02 223.0 239.00000000000006 40.0   
2 16 0.3710950165356355 1.2770346467041276 153.00000000000006 1.6299999999999994e+02 186.99999999999994 215.00000000000006 12.499999999999972   
3 24 0.39861327506030886 1.3224742038259643 143.00000000000003 1.4300000000000003e+02 189.99999999999997 225.00000000000006 42.00000000000003   
4 32 0.49741686170085414 1.681364457813912 126.00000000000003 1.2600000000000003e+02 155.99999999999997 162.99999999999994 16.49999999999997   
5 40 0.5690393746566557 1.91268473696734 110.0 1.1000000000000000e+02 140.00000000000003 203.99999999999997 24.0   
6 48 0.7020724201831106 2.159058964534732 68.99999999999999 6.8999999999999986e+01 131.0 160.00000000000006 15.5   
7 56 0.8278412736484199 2.7136788257719324 68.99999999999999 6.9999999999999957e+01 120.99999999999997 196.0 53.50000000000006   
8 64 0.7825346397962133 2.408540740286162 68.99999999999999 8.9000000000000014e+01 119.00000000000004 175.99999999999997 44.49999999999997   
9 72 0.7176727402073935 2.293360240982593 68.99999999999999 7.8000000000000028e+01 134.99999999999997 143.00000000000003 35.999999999999986   
10 80 0.8050499009642642 2.6792423874161106 68.99999999999999 9.1000000000000057e+01 133.00000000000003 151.0 33.49999999999997   
11 88 1.0773156973919025 2.880957364680044 68.99999999999999 8.5000000000000028e+01 127.0 133.00000000000003 18.50000000000003   
12 96 1.1104065771988125 2.649613656547559 68.99999999999999 7.2000000000000000e+01 130.00000000000003 165.0 44.50000000000003   
13 104 0.854963771095088 2.643163382067722 67.00000000000006 6.7000000000000057e+01 110.0 150.00000000000003 32.5   
14 112 0.8380935961010324 2.9080293548649174 50.00000000000005 5.0000000000000050e+01 96.99999999999997 131.99999999999994 48.00000000000003   
15 120 0.6947432397004666 3.241748617531867 50.00000000000005 5.2999999999999957e+01 81.00000000000004 141.99999999999997 49.00000000000003   
16 128 0.7944930469496349 3.436643438556633 31.999999999999968 3.1999999999999968e+01 89.99999999999999 119.00000000000004 22.499999999999986   
17 136 0.901874791882814 3.1245136369585667 26.000000000000046 2.6000000000000046e+01 81.00000000000004 99.00000000000001 33.50000000000002   
18 144 0.806600453553618 3.0867275601693236 26.000000000000046 3.3000000000000043e+01 88.00000000000004 123.99999999999999 17.500000000000043   
19 152 0.6905623463220972 3.3176653540066376 26.000000000000046 3.1999999999999968e+01 84.00000000000006 107.99999999999996 24.500000000000043   
20 160 0.7115238756964234 3.453382146913807 26.000000000000046 6.0000000000000057e+01 79.0 115.00000000000006 25.00000000000003   
21 168 0.7271444058259332 4.0641853422121175 26.000000000000046 2.8999999999999954e+01 72.0 84.00000000000006 25.999999999999986   
22 176 0.7456526483001142 4.36118517721886 26.000000000000046 3.6000000000000057e+01 64.00000000000004 86.99999999999997 22.000000000000014   
23 184 0.822280411446072 4.794577085317617 26.000000000000046 2.7000000000000014e+01 61.99999999999999 82.00000000000001 38.99999999999997   
24 192 0.6443933519417862 5.35443831878318 26.000000000000046 3.8999999999999964e+01 69.99999999999996 102.00000000000003 45.99999999999996   
25 200 0.5888476742131694 5.496810948141758 26.000000000000046 3.0000000000000028e+01 61.99999999999999 89.99999999999999 22.000000000000007   
26 208 0.6691504817060678 5.057462147541456 26.000000000000046 3.3000000000000043e+01 61.99999999999999 72.0 11.500000000000014   
27 216 0.6379571385871875 4.694416342199597 26.000000000000046 3.0000000000000028e+01 51.999999999999986 86.0 19.00000000000005   
28 224 0.5523651547210646 4.813062508299562 26.000000000000046 2.7999999999999986e+01 45.99999999999996 68.00000000000003 24.0   
29 232 0.617059476197666 4.693040206779918 26.000000000000046 3.7999999999999993e+01 62.999999999999964 72.99999999999997 12.000000000000007   
30 240 0.5176790753142548 5.533885989536708 26.000000000000046 3.0000000000000028e+01 54.00000000000003 100.99999999999996 29.500000000000043   
31 248 0.43042670652937554 5.5894896690098665 26.000000000000046 3.6000000000000057e+01 52.99999999999996 62.999999999999964 15.000000000000014   
32 256 0.3998701157274327 6.168740610986224 26.000000000000046 4.1999999999999979e+01 50.00000000000005 68.99999999999999 12.000000000000057   
33 264 0.3848451654388951 6.055368047627155 26.000000000000046 3.0000000000000028e+01 55.99999999999997 62.999999999999964 20.00000000000002   
34 272 0.39443400114642574 6.386195794145648 26.000000000000046 3.0000000000000028e+01 54.00000000000003 72.99999999999997 27.000000000000014   
35 280 0.33755864775783123 5.693182573311818 26.000000000000046 3.0000000000000028e+01 55.0 58.99999999999998 7.5000000000000355   
36 288 0.3002593422015513 5.634028255989296 26.000000000000046 3.0000000000000028e+01 48.99999999999997 58.000000000000014 17.499999999999993   
37 296 0.2898590781321353 5.801104679905952 26.000000000000046 3.0000000000000028e+01 44.00000000000002 57.00000000000004 16.000000000000036   
38 304 0.25109987998194233 5.029848466116705 26.000000000000046 3.0000000000000028e+01 37.99999999999999 48.0 7.9999999999999645   
39 312 0.2014625408585281 5.027263310250896 26.000000000000046 3.0000000000000028e+01 34.99999999999998 48.0 10.500000000000046   
40 320 0.15276219406840658 4.749761805945403 26.000000000000046 3.0000000000000028e+01 33.00000000000004 47.000000000000036 7.499999999999979   
41 328 0.13823481327010181 4.652510405065517 26.000000000000046 3.0000000000000028e+01 30.999999999999996 36.00000000000006 3.999999999999986   
42 336 0.13959147534178112 4.70893193946442 26.000000000000046 3.0000000000000028e+01 31.999999999999968 36.00000000000006 2.9999999999999645   
